Constraint;Support;Confidence;Recall;Lovinger;Specificity;Accuracy;Lift;Leverage;Compliance;Odds Ratio;Gini Index;Certainty factor;Coverage;Prevalence;Added Value;Relative Risk;Jaccard;Ylue Q;Ylue Y;Klosgen;Conviction;Interestingness Weighting Dependency;Collective Strength;Laplace Correction;J Measure;One-way Support;Two-way Support;Two-way Support Variation;Linear Correlation Coefficient;Piatetsky-Shapiro;Cosine;Information Gain;Sebag-Schoenauer;Least Contradiction;Odd Multiplier;Example and Counterexample Rate;Zhang
NotSuccession(Receive Objection 1,Reject Claim);0.12315179;1.0;1.0;-Infinity;1.0;0.9999997;8.120061;0.98483366;1.0;Infinity;0.21597107;1.0;0.12315179;0.12315179;0.8768482;Infinity;1.0;1.0;1.0;0.30771226;Infinity;0.98483366;-2.512245;0.9846861;NaN;3.0214906;0.37210196;NaN;1.0000004;0.10798542;1.0;2.0943377;Infinity;1.0;Infinity;1.0;1.0000004
NotCoExistence(Receive Objection 1,Reject Claim);0.12315179;1.0;1.0;-Infinity;1.0;0.9999997;8.120061;0.98483366;1.0;Infinity;0.21597107;1.0;0.12315179;0.12315179;0.8768482;Infinity;1.0;1.0;1.0;0.30771226;Infinity;0.98483366;-2.512245;0.9846861;NaN;3.0214906;0.37210196;NaN;1.0000004;0.10798542;1.0;2.0943377;Infinity;1.0;Infinity;1.0;1.0000004
NotSuccession(Receive Objection 1,Start Claim);0.1813503;1.0;1.0;-Infinity;1.0;0.99999887;5.51419;0.96711206;1.0;Infinity;0.29692546;1.0;0.1813503;0.1813503;0.8186497;Infinity;1.0;1.0;1.0;0.348624;Infinity;0.96711224;-2.7511153;0.98949736;NaN;2.463149;0.44669282;NaN;1.0000013;0.14846237;1.0;1.7073249;Infinity;1.0;Infinity;1.0;1.0000013
NotCoExistence(Receive Objection 1,Start Claim);0.1809612;0.9978544;1.0;-380.72913;1.0;0.99960977;5.5141897;0.96503705;0.9996109;Infinity;0.2956527;0.9973804;0.1813503;0.1809612;0.8168932;Infinity;0.9978544;1.0;1.0;0.3482498;381.72913;0.9629665;-2.7528503;0.98739684;0.30664644;2.457864;0.4457344;NaN;0.9986906;0.14814383;0.99892664;1.7073247;465.0703;0.9978498;2104.9268;0.99784976;0.99952626
NotSuccession(Receive Objection 2,Accept Claim);0.06675842;1.0;1.0;-Infinity;1.0;0.9999982;14.979384;0.9955433;1.0;Infinity;0.12460499;1.0;0.06675842;0.06675842;0.9332416;Infinity;1.0;1.0;1.0;0.2411277;Infinity;0.9955433;-2.2745657;0.9724623;NaN;3.9049065;0.26068538;NaN;1.0000019;0.06230173;1.0;2.7066748;Infinity;1.0;Infinity;1.0;1.0000019
NotCoExistence(Receive Objection 2,Accept Claim);0.06675842;1.0;1.0;-Infinity;1.0;0.9999982;14.979384;0.9955433;1.0;Infinity;0.12460499;1.0;0.06675842;0.06675842;0.9332416;Infinity;1.0;1.0;1.0;0.2411277;Infinity;0.9955433;-2.2745657;0.9724623;NaN;3.9049065;0.26068538;NaN;1.0000019;0.06230173;1.0;2.7066748;Infinity;1.0;Infinity;1.0;1.0000019
NotSuccession(Receive Objection 2,Block Claim 2);0.1346304;1.0;1.0;-Infinity;1.0;1.0000002;7.427743;0.98187464;1.0;Infinity;0.23300992;1.0;0.1346304;0.1346304;0.8653696;Infinity;1.0;1.0;1.0;0.31752154;Infinity;0.98187464;-2.5603263;0.98595506;NaN;2.8929238;0.3894755;NaN;0.99999976;0.11650506;1.0;2.005222;Infinity;1.0;Infinity;1.0;0.99999976
NotSuccession(Receive Objection 2,Execute Payment);0.17071997;1.0;1.0;-Infinity;1.0;0.99999845;5.857546;0.9708547;1.0;Infinity;0.28315035;1.0;0.17071997;0.17071997;0.82928;Infinity;1.0;1.0;1.0;0.34264418;Infinity;0.97085476;-2.7087011;0.9888579;NaN;2.5502963;0.4353865;NaN;1.0000019;0.14157467;1.0;1.7677307;Infinity;1.0;Infinity;1.0;1.0000019
NotCoExistence(Receive Objection 2,Execute Payment);0.17071997;1.0;1.0;-Infinity;1.0;0.99999845;5.857546;0.9708547;1.0;Infinity;0.28315035;1.0;0.17071997;0.17071997;0.82928;Infinity;1.0;1.0;1.0;0.34264418;Infinity;0.97085476;-2.7087011;0.9888579;NaN;2.5502963;0.4353865;NaN;1.0000019;0.14157467;1.0;1.7677307;Infinity;1.0;Infinity;1.0;1.0000019
NotSuccession(Receive Objection 2,Payment Order);0.17071997;1.0;1.0;-Infinity;1.0;0.99999845;5.857546;0.9708547;1.0;Infinity;0.28315035;1.0;0.17071997;0.17071997;0.82928;Infinity;1.0;1.0;1.0;0.34264418;Infinity;0.97085476;-2.7087011;0.9888579;NaN;2.5502963;0.4353865;NaN;1.0000019;0.14157467;1.0;1.7677307;Infinity;1.0;Infinity;1.0;1.0000019
NotCoExistence(Receive Objection 2,Payment Order);0.17071997;1.0;1.0;-Infinity;1.0;0.99999845;5.857546;0.9708547;1.0;Infinity;0.28315035;1.0;0.17071997;0.17071997;0.82928;Infinity;1.0;1.0;1.0;0.34264418;Infinity;0.97085476;-2.7087011;0.9888579;NaN;2.5502963;0.4353865;NaN;1.0000019;0.14157467;1.0;1.7677307;Infinity;1.0;Infinity;1.0;1.0000019
NotSuccession(Receive Objection 2,Receive Claim);0.1932182;1.0;1.0;-Infinity;1.0;0.9999995;5.175496;0.96266675;1.0;Infinity;0.31177014;1.0;0.1932182;0.1932182;0.80678177;Infinity;1.0;1.0;1.0;0.35463378;Infinity;0.9626668;-2.7975235;0.9901297;NaN;2.3716972;0.45825505;NaN;1.0000005;0.15588492;1.0;1.6439352;Infinity;1.0;Infinity;1.0;1.0000005
NotCoExistence(Receive Objection 2,Receive Claim);0.1690935;0.87514275;1.0;-5.6548963;1.0;0.97587484;5.1754956;0.8424708;0.9758755;Infinity;0.23877755;0.8497337;0.1932182;0.1690935;0.70604926;Infinity;0.8751427;1.0;1.0;0.33175656;6.6548963;0.7372821;-2.9205103;0.86773723;0.23225431;2.0755734;0.40103856;NaN;0.9218107;0.13642156;0.9354906;1.6439351;7.0092006;0.8573304;34.44239;0.8573304;0.97096676
NotSuccession(Receive Objection 2,Reject Claim);0.1350195;1.0;1.0;-Infinity;1.0;1.0000004;7.4063377;0.98176974;1.0;Infinity;0.23357823;1.0;0.1350195;0.1350195;0.8649805;Infinity;1.0;1.0;1.0;0.3178371;Infinity;0.98176974;-2.56195;0.9859944;NaN;2.8887603;0.39003897;NaN;0.9999996;0.11678923;1.0;2.002336;Infinity;1.0;Infinity;1.0;0.99999964
NotSuccession(Receive Objection 2,Start Claim);0.1932182;1.0;1.0;-Infinity;1.0;0.9999995;5.175496;0.96266675;1.0;Infinity;0.31177014;1.0;0.1932182;0.1932182;0.80678177;Infinity;1.0;1.0;1.0;0.35463378;Infinity;0.9626668;-2.7975235;0.9901297;NaN;2.3716972;0.45825505;NaN;1.0000005;0.15588492;1.0;1.6439352;Infinity;1.0;Infinity;1.0;1.0000005
NotCoExistence(Receive Objection 2,Start Claim);0.1690935;0.87514275;1.0;-5.6548963;1.0;0.97587484;5.1754956;0.8424708;0.9758755;Infinity;0.23877755;0.8497337;0.1932182;0.1690935;0.70604926;Infinity;0.8751427;1.0;1.0;0.33175656;6.6548963;0.7372821;-2.9205103;0.86773723;0.23225431;2.0755734;0.40103856;NaN;0.9218107;0.13642156;0.9354906;1.6439351;7.0092006;0.8573304;34.44239;0.8573304;0.97096676
NotSuccession(Reject Claim,Accept Claim);0.17765382;1.0;1.0;-Infinity;1.0;0.9999989;5.628925;0.9684391;1.0;Infinity;0.2921866;1.0;0.17765382;0.17765382;0.8223462;Infinity;1.0;1.0;1.0;0.3466107;Infinity;0.9684391;-2.7364466;0.9892835;NaN;2.4928594;0.442866;NaN;1.0000013;0.14609294;1.0;1.7279185;Infinity;1.0;Infinity;1.0;1.0000013
NotCoExistence(Reject Claim,Accept Claim);0.17765382;1.0;1.0;-Infinity;1.0;0.9999989;5.628925;0.9684391;1.0;Infinity;0.2921866;1.0;0.17765382;0.17765382;0.8223462;Infinity;1.0;1.0;1.0;0.3466107;Infinity;0.9684391;-2.7364466;0.9892835;NaN;2.4928594;0.442866;NaN;1.0000013;0.14609294;1.0;1.7279185;Infinity;1.0;Infinity;1.0;1.0000013
CoExistence(Reject Claim,Block Claim 2);0.24552535;1.0;1.0;-Infinity;1.0;1.0000002;4.0728993;0.9397173;1.0;Infinity;0.37048516;1.0;0.24552535;0.24552535;0.75447464;Infinity;1.0;1.0;1.0;0.37384605;Infinity;0.93971735;-2.985524;0.9921997;NaN;2.026056;0.49744815;NaN;0.99999964;0.18524265;1.0;1.4043552;Infinity;1.0;Infinity;1.0;0.9999997
RespondedExistence(Reject Claim,Block Claim 2);0.12295723;1.0;0.2440155;-Infinity;0.5656613;0.6190662;1.9845561;0.93804294;1.0;Infinity;0.06901118;1.0;0.12295723;0.50389105;0.49610895;2.3023477;0.2440155;1.0;1.0;0.17396188;Infinity;0.044425093;2.2376053;0.9846626;NaN;0.9888163;0.12158211;NaN;0.37152407;0.061000183;0.49397928;0.68539524;Infinity;0.2440155;Infinity;1.0;1.0
NotSuccession(Reject Claim,Block Claim 2);0.24552535;1.0;1.0;-Infinity;1.0;1.0000002;4.0728993;0.9397173;1.0;Infinity;0.37048516;1.0;0.24552535;0.24552535;0.75447464;Infinity;1.0;1.0;1.0;0.37384605;Infinity;0.93971735;-2.985524;0.9921997;NaN;2.026056;0.49744815;NaN;0.99999964;0.18524265;1.0;1.4043552;Infinity;1.0;Infinity;1.0;0.9999997
NotSuccession(Reject Claim,Block Claim 3);0.12968552;1.0;1.0;-Infinity;1.0;0.9999998;7.7109604;0.98318166;1.0;Infinity;0.2257345;1.0;0.12968552;0.12968552;0.8703145;Infinity;1.0;1.0;1.0;0.31341657;Infinity;0.9831815;-2.5396535;0.9854351;NaN;2.9469106;0.38217163;NaN;1.0000001;0.112867184;1.0;2.0426428;Infinity;1.0;Infinity;1.0;1.0000002
NotCoExistence(Reject Claim,Block Claim 3);0.12968552;1.0;1.0;-Infinity;1.0;0.9999998;7.7109604;0.98318166;1.0;Infinity;0.2257345;1.0;0.12968552;0.12968552;0.8703145;Infinity;1.0;1.0;1.0;0.31341657;Infinity;0.9831815;-2.5396535;0.9854351;NaN;2.9469106;0.38217163;NaN;1.0000001;0.112867184;1.0;2.0426428;Infinity;1.0;Infinity;1.0;1.0000002
NotSuccession(Reject Claim,Correct Claim);0.12256812;0.9874608;1.0;-68.97519;1.0;0.99844337;8.056424;0.97224706;0.9984436;Infinity;0.21201687;0.9857092;0.12412455;0.12256812;0.86489266;Infinity;0.9874608;1.0;1.0;0.30664164;69.97519;0.9600558;-2.5272832;0.9726443;0.2491228;2.972395;0.36894718;NaN;0.9928292;0.10735441;0.9937106;2.08647;78.750015;0.9873016;563.74976;0.9873016;0.9982265
NotCoExistence(Reject Claim,Correct Claim);0.12178992;0.9811912;1.0;-45.6915;1.0;0.99766517;8.056424;0.9660741;0.99766535;Infinity;0.20933306;0.9785828;0.12412455;0.12178992;0.8594013;Infinity;0.9811913;1.0;1.0;0.30566663;46.6915;0.94790345;-2.532902;0.9665654;0.24513769;2.9535227;0.36660466;NaN;0.98923373;0.1066728;0.99055094;2.08647;52.16668;0.98083067;376.16653;0.98083067;0.99734193
NotSuccession(Reject Claim,Execute Payment);0.28161472;1.0;1.0;-Infinity;1.0;0.99999875;3.5509508;0.92069316;1.0;Infinity;0.4046163;1.0;0.28161472;0.28161472;0.7183853;Infinity;1.0;1.0;1.0;0.38122827;Infinity;0.92069316;-3.092793;0.9931857;NaN;1.8282053;0.51484954;NaN;1.0000018;0.20230788;1.0;1.2672154;Infinity;1.0;Infinity;1.0;1.0000018
NotCoExistence(Reject Claim,Execute Payment);0.28161472;1.0;1.0;-Infinity;1.0;0.99999875;3.5509508;0.92069316;1.0;Infinity;0.4046163;1.0;0.28161472;0.28161472;0.7183853;Infinity;1.0;1.0;1.0;0.38122827;Infinity;0.92069316;-3.092793;0.9931857;NaN;1.8282053;0.51484954;NaN;1.0000018;0.20230788;1.0;1.2672154;Infinity;1.0;Infinity;1.0;1.0000018
NotSuccession(Reject Claim,Payment Order);0.28161472;1.0;1.0;-Infinity;1.0;0.99999875;3.5509508;0.92069316;1.0;Infinity;0.4046163;1.0;0.28161472;0.28161472;0.7183853;Infinity;1.0;1.0;1.0;0.38122827;Infinity;0.92069316;-3.092793;0.9931857;NaN;1.8282053;0.51484954;NaN;1.0000018;0.20230788;1.0;1.2672154;Infinity;1.0;Infinity;1.0;1.0000018
NotCoExistence(Reject Claim,Payment Order);0.28161472;1.0;1.0;-Infinity;1.0;0.99999875;3.5509508;0.92069316;1.0;Infinity;0.4046163;1.0;0.28161472;0.28161472;0.7183853;Infinity;1.0;1.0;1.0;0.38122827;Infinity;0.92069316;-3.092793;0.9931857;NaN;1.8282053;0.51484954;NaN;1.0000018;0.20230788;1.0;1.2672154;Infinity;1.0;Infinity;1.0;1.0000018
RespondedExistence(Reject Claim,Receive Claim);0.12295723;1.0;0.12295723;NaN;0.0;0.12295723;1.0;0.8770428;1.0;NaN;-3.5762787E-7;NaN;0.12295723;1.0;0.0;1.0;0.12295723;NaN;NaN;0.0;NaN;0.0;1.0;0.9846626;NaN;0.0;0.0;NaN;NaN;0.0;0.35065258;0.0;Infinity;0.12295723;NaN;1.0;NaN
NotSuccession(Reject Claim,Receive Claim);0.3041134;1.0;1.0;-Infinity;1.0;0.99999976;3.2882473;0.90751505;1.0;Infinity;0.42325696;1.0;0.3041134;0.3041134;0.6958866;Infinity;1.0;1.0;1.0;0.38375694;Infinity;0.9075151;-3.1470382;0.99368346;NaN;1.7173188;0.52225965;NaN;1.0000004;0.21162844;1.0;1.1903547;Infinity;1.0;Infinity;1.0;1.0000004
NotSuccession(Reject Claim,Receive Objection 1);0.12315179;1.0;1.0;-Infinity;1.0;0.9999997;8.120061;0.98483366;1.0;Infinity;0.21597107;1.0;0.12315179;0.12315179;0.8768482;Infinity;1.0;1.0;1.0;0.30771226;Infinity;0.98483366;-2.512245;0.9846861;NaN;3.0214906;0.37210196;NaN;1.0000004;0.10798542;1.0;2.0943377;Infinity;1.0;Infinity;1.0;1.0000004
NotCoExistence(Reject Claim,Receive Objection 1);0.12315179;1.0;1.0;-Infinity;1.0;0.9999997;8.120061;0.98483366;1.0;Infinity;0.21597107;1.0;0.12315179;0.12315179;0.8768482;Infinity;1.0;1.0;1.0;0.30771226;Infinity;0.98483366;-2.512245;0.9846861;NaN;3.0214906;0.37210196;NaN;1.0000004;0.10798542;1.0;2.0943377;Infinity;1.0;Infinity;1.0;1.0000004
RespondedExistence(Reject Claim,Start Claim);0.12295723;1.0;0.12295723;NaN;0.0;0.12295723;1.0;0.8770428;1.0;NaN;-3.5762787E-7;NaN;0.12295723;1.0;0.0;1.0;0.12295723;NaN;NaN;0.0;NaN;0.0;1.0;0.9846626;NaN;0.0;0.0;NaN;NaN;0.0;0.35065258;0.0;Infinity;0.12295723;NaN;1.0;NaN
NotSuccession(Reject Claim,Start Claim);0.3041134;1.0;1.0;-Infinity;1.0;0.99999976;3.2882473;0.90751505;1.0;Infinity;0.42325696;1.0;0.3041134;0.3041134;0.6958866;Infinity;1.0;1.0;1.0;0.38375694;Infinity;0.9075151;-3.1470382;0.99368346;NaN;1.7173188;0.52225965;NaN;1.0000004;0.21162844;1.0;1.1903547;Infinity;1.0;Infinity;1.0;1.0000004
Precedence(Start Claim,Accept Claim);0.054696143;1.0;0.066796854;-Infinity;0.19163789;0.23585191;1.2212353;0.9552125;1.0;Infinity;0.003797434;1.0;0.054696143;0.81884307;0.18115693;1.2370702;0.066796854;1.0;1.0;0.042367548;Infinity;0.0014701523;1.1860943;0.96679264;NaN;0.28834116;0.015771149;NaN;0.1131414;0.009908587;0.2584509;0.19986287;Infinity;0.066796854;Infinity;1.0;1.0000066
AlternatePrecedence(Start Claim,Accept Claim);0.054696143;1.0;0.17235653;-Infinity;0.72215647;0.73735243;3.1511643;0.98264253;1.0;Infinity;0.053928956;1.0;0.054696143;0.31734303;0.682657;3.5991526;0.17235653;1.0;1.0;0.15965441;Infinity;0.026715105;1.7721338;0.96679264;NaN;1.655885;0.090570524;NaN;0.35280114;0.037338704;0.41515845;1.147772;Infinity;0.17235653;Infinity;1.0;1.000001
ChainPrecedence(Start Claim,Accept Claim);0.054696143;1.0;0.3019288;-Infinity;0.86622334;0.8735392;5.5201116;0.9900915;1.0;Infinity;0.07759299;1.0;0.054696143;0.18115577;0.8188442;7.47516;0.3019288;1.0;1.0;0.19150478;Infinity;0.08816934;3.2091124;0.96679264;NaN;2.4646974;0.13480945;NaN;0.5114084;0.044787623;0.5494805;1.7083981;Infinity;0.3019288;Infinity;1.0;1.0000015
Precedence(Start Claim,Block Claim 2);0.12256812;1.0;0.1496845;-Infinity;0.20646143;0.3037239;1.2212352;0.8996359;1.0;Infinity;0.009169706;1.0;0.12256812;0.81884307;0.18115693;1.2601787;0.1496845;1.0;1.0;0.06342255;Infinity;0.007382505;1.4006691;0.9846154;NaN;0.28834102;0.03534142;NaN;0.17579667;0.022204064;0.38689083;0.19986276;Infinity;0.1496845;Infinity;1.0;1.0000063
AlternatePrecedence(Start Claim,Block Claim 2);0.12256812;1.0;0.2444026;-Infinity;0.5681344;0.62106717;1.9940144;0.938532;1.0;Infinity;0.06942683;1.0;0.12256812;0.5015009;0.4984991;2.3155298;0.2444026;1.0;1.0;0.17452319;Infinity;0.044709686;2.243279;0.9846154;NaN;0.9956758;0.12203812;NaN;0.37263057;0.0611001;0.4943709;0.6901499;Infinity;0.2444026;Infinity;1.0;1.0000001
ChainPrecedence(Start Claim,Block Claim 2);0.12256812;1.0;0.67658967;-Infinity;0.93322724;0.9414112;5.5201116;0.9777961;1.0;Infinity;0.18732531;1.0;0.12256812;0.18115577;0.8188442;14.97651;0.67658967;1.0;1.0;0.28667516;Infinity;0.4427507;-6.6249247;0.9846154;NaN;2.4646974;0.30209333;NaN;0.79461545;0.1003642;0.8225507;1.7083981;Infinity;0.67658967;Infinity;1.0;1.0000014
NotSuccession(Start Claim,Block Claim 3);0.17442746;0.928378;1.0;-10.5268545;1.0;0.98654205;5.3224297;0.89560586;0.9865435;Infinity;0.2630202;0.9132456;0.1878841;0.17442746;0.75395054;Infinity;0.928378;1.0;1.0;0.33917627;11.5268545;0.8314606;-2.841403;0.9196863;0.25873354;2.2393265;0.42073387;NaN;0.9556403;0.14165531;0.9635237;1.67193;12.962271;0.922853;61.350883;0.922853;0.9837017
NotCoExistence(Start Claim,Block Claim 3);0.17442746;0.928378;1.0;-10.5268545;1.0;0.98654205;5.3224297;0.89560586;0.9865435;Infinity;0.2630202;0.9132456;0.1878841;0.17442746;0.75395054;Infinity;0.928378;1.0;1.0;0.33917627;11.5268545;0.8314606;-2.841403;0.9196863;0.25873354;2.2393265;0.42073387;NaN;0.9556403;0.14165531;0.9635237;1.67193;12.962271;0.922853;61.350883;0.922853;0.9837017
NotSuccession(Start Claim,Correct Claim);0.17998844;0.987195;1.0;-63.038757;1.0;0.9976643;5.484769;0.95437896;0.99766535;Infinity;0.2905765;0.98438436;0.18232308;0.17998844;0.8072066;Infinity;0.98719496;1.0;1.0;0.3468998;64.03876;0.94215816;-2.765483;0.97701484;0.29662496;2.423989;0.44194916;NaN;0.99216276;0.14717239;0.9935769;1.701975;77.09505;0.987029;351.2378;0.987029;0.9971543
NotCoExistence(Start Claim,Correct Claim);0.17998844;0.987195;1.0;-63.038757;1.0;0.9976643;5.484769;0.95437896;0.99766535;Infinity;0.2905765;0.98438436;0.18232308;0.17998844;0.8072066;Infinity;0.98719496;1.0;1.0;0.3468998;64.03876;0.94215816;-2.765483;0.97701484;0.29662496;2.423989;0.44194916;NaN;0.99216276;0.14717239;0.9935769;1.701975;77.09505;0.987029;351.2378;0.987029;0.9971543
Precedence(Start Claim,Execute Payment);0.15865767;1.0;0.19375834;-Infinity;0.21531788;0.33981344;1.2212353;0.8700843;1.0;Infinity;0.012378484;1.0;0.15865767;0.81884307;0.18115693;1.2744008;0.19375834;1.0;1.0;0.072158165;Infinity;0.01237004;1.5185207;0.98803115;NaN;0.28834116;0.045747537;NaN;0.2042552;0.02874194;0.44017988;0.19986287;Infinity;0.19375834;Infinity;1.0;1.0000066
Precedence(Start Claim,Payment Order);0.15865767;1.0;0.19375834;-Infinity;0.21531788;0.33981344;1.2212353;0.8700843;1.0;Infinity;0.012378484;1.0;0.15865767;0.81884307;0.18115693;1.2744008;0.19375834;1.0;1.0;0.072158165;Infinity;0.01237004;1.5185207;0.98803115;NaN;0.28834116;0.045747537;NaN;0.2042552;0.02874194;0.44017988;0.19986287;Infinity;0.19375834;Infinity;1.0;1.0000066
CoExistence(Start Claim,Receive Claim);0.36231154;1.0;1.0;-Infinity;1.0;0.9999992;2.7600558;0.86873037;1.0;Infinity;0.462084;1.0;0.36231154;0.36231154;0.63768846;Infinity;1.0;1.0;1.0;0.3838395;Infinity;0.8687305;-3.229997;0.9946873;NaN;1.4646975;0.5306768;NaN;1.0000012;0.2310419;1.0;1.0152509;Infinity;1.0;Infinity;1.0;1.0000012
RespondedExistence(Start Claim,Receive Claim);0.18115577;1.0;0.18115577;NaN;0.0;0.18115577;1.0;0.8188442;1.0;NaN;-1.1622906E-6;NaN;0.18115577;1.0;0.0;1.0;0.18115577;NaN;NaN;0.0;NaN;0.0;1.0;0.98948634;NaN;0.0;0.0;NaN;NaN;0.0;0.42562398;0.0;Infinity;0.18115577;NaN;1.0;NaN
NotSuccession(Start Claim,Receive Claim);0.36231154;1.0;1.0;-Infinity;1.0;0.9999992;2.7600558;0.86873037;1.0;Infinity;0.462084;1.0;0.36231154;0.36231154;0.63768846;Infinity;1.0;1.0;1.0;0.3838395;Infinity;0.8687305;-3.229997;0.9946873;NaN;1.4646975;0.5306768;NaN;1.0000012;0.2310419;1.0;1.0152509;Infinity;1.0;Infinity;1.0;1.0000012
NotSuccession(Start Claim,Receive Objection 1);0.1809612;0.9978544;1.0;-380.72913;1.0;0.99960977;5.5141897;0.96503705;0.9996109;Infinity;0.2956527;0.9973804;0.1813503;0.1809612;0.8168932;Infinity;0.9978544;1.0;1.0;0.3482498;381.72913;0.9629665;-2.7528503;0.98739684;0.30664644;2.457864;0.4457344;NaN;0.9986906;0.14814383;0.99892664;1.7073247;465.0703;0.9978498;2104.9268;0.99784976;0.99952626
NotCoExistence(Start Claim,Receive Objection 1);0.1809612;0.9978544;1.0;-380.72913;1.0;0.99960977;5.5141897;0.96503705;0.9996109;Infinity;0.2956527;0.9973804;0.1813503;0.1809612;0.8168932;Infinity;0.9978544;1.0;1.0;0.3482498;381.72913;0.9629665;-2.7528503;0.98739684;0.30664644;2.457864;0.4457344;NaN;0.9986906;0.14814383;0.99892664;1.7073247;465.0703;0.9978498;2104.9268;0.99784976;0.99952626
NotSuccession(Start Claim,Receive Objection 2);0.1690935;0.87514275;1.0;-5.6548963;1.0;0.97587484;5.1754956;0.8424708;0.9758755;Infinity;0.23877755;0.8497337;0.1932182;0.1690935;0.70604926;Infinity;0.8751427;1.0;1.0;0.33175656;6.6548963;0.7372821;-2.9205103;0.86773723;0.23225431;2.0755734;0.40103856;NaN;0.9218107;0.13642156;0.9354906;1.6439351;7.0092006;0.8573304;34.44239;0.8573304;0.97096676
NotCoExistence(Start Claim,Receive Objection 2);0.1690935;0.87514275;1.0;-5.6548963;1.0;0.97587484;5.1754956;0.8424708;0.9758755;Infinity;0.23877755;0.8497337;0.1932182;0.1690935;0.70604926;Infinity;0.8751427;1.0;1.0;0.33175656;6.6548963;0.7372821;-2.9205103;0.86773723;0.23225431;2.0755734;0.40103856;NaN;0.9218107;0.13642156;0.9354906;1.6439351;7.0092006;0.8573304;34.44239;0.8573304;0.97096676
Precedence(Start Claim,Reject Claim);0.12295723;1.0;0.1501597;-Infinity;0.20655303;0.304113;1.2212353;0.8993173;1.0;Infinity;0.009202839;1.0;0.12295723;0.81884307;0.18115693;1.2603241;0.1501597;1.0;1.0;0.06352314;Infinity;0.0074294573;1.4019094;0.9846626;NaN;0.28834116;0.035453632;NaN;0.17611456;0.022274554;0.38750446;0.19986287;Infinity;0.1501597;Infinity;1.0;1.0000063
AlternatePrecedence(Start Claim,Reject Claim);0.12256812;0.9968354;0.1962793;-117.67112;0.42774707;0.49772045;1.5963217;0.92005384;0.9996109;235.45602;0.038880877;0.9915733;0.12295723;0.6244577;0.3723777;1.7419496;0.19615707;0.9915418;0.87763524;0.13036843;118.67112;0.023259168;1.7893625;0.98159516;0.055466857;0.6726161;0.08270302;0.08725637;0.28791875;0.04578653;0.44233263;0.46770206;315.00006;0.1956562;189.43729;0.9968254;0.99472344
MODEL;0.9260698;0.9260698;1.0;0.0;NaN;0.9260698;1.0;0.0;0.92607003;NaN;NaN;0.0;1.0;0.9260698;0.0;NaN;0.92606986;NaN;NaN;0.0;1.0;0.0;NaN;0.9244184;0.0;0.0;0.0;NaN;NaN;0.0;0.9623252;0.0;12.526316;0.92016804;1.0;0.92016804;0.0
